preferred_zone,preferred_entry_date,minimum_acceptable_group_size,results_status,awarded_preference,awarded_entry_date,awarded_entrance_code_name,awarded_group_size,processing_sequence,state,year,awarded,preferred_option,preferred_entry_date_month,preferred_entry_date_day
Colchuck Zone,05-22-2020,0.0,Awarded,3,05-23-2020,Snow Zone,6,,,2020,False,1,May,Friday
Core Enchantment Zone,09-05-2020,0.0,Awarded,3,09-05-2020,Stuart  Zone,8,,,2020,False,1,September,Saturday
Core Enchantment Zone,06-06-2020,0.0,Awarded,3,06-06-2020,Stuart  Zone,4,,,2020,False,1,June,Saturday
Stuart  Zone,07-11-2020,0.0,Awarded,2,07-18-2020,Stuart  Zone,8,,,2020,False,1,July,Saturday
Core Enchantment Zone,07-12-2020,0.0,Awarded,2,06-21-2020,Core Enchantment Zone,2,,,2020,False,1,July,Sunday
Core Enchantment Zone,09-10-2020,0.0,Awarded,3,09-10-2020,Eightmile/Caroline Zone,8,,,2020,False,1,September,Thursday
Core Enchantment Zone,08-08-2020,0.0,Awarded,2,08-08-2020,Snow Zone,8,,,2020,False,1,August,Saturday
Core Enchantment Zone,07-27-2020,0.0,Awarded,3,08-10-2020,Core Enchantment Zone,4,,,2020,False,1,July,Monday
Core Enchantment Zone,09-06-2020,0.0,Awarded,2,09-09-2020,Core Enchantment Zone,3,,,2020,False,1,September,Sunday
Snow Zone,08-21-2020,0.0,Awarded,2,09-04-2020,Eightmile/Caroline Zone,4,,,2020,False,1,August,Friday
Colchuck Zone,06-14-2020,0.0,Awarded,3,10-04-2020,Eightmile/Caroline Zone,7,,,2020,False,1,June,Sunday
Core Enchantment Zone,08-13-2020,0.0,Awarded,3,08-20-2020,Snow Zone,4,,,2020,False,1,August,Thursday
Core Enchantment Zone,08-13-2020,0.0,Awarded,3,08-27-2020,Core Enchantment Zone,6,,,2020,False,1,August,Thursday
Snow Zone,09-13-2020,0.0,Awarded,2,09-20-2020,Snow Zone,4,,,2020,False,1,September,Sunday
Core Enchantment Zone,10-09-2020,0.0,Awarded,3,10-09-2020,Snow Zone,4,,,2020,False,1,October,Friday
Colchuck Zone,08-19-2020,0.0,Awarded,2,05-18-2020,Stuart  Zone,6,,,2020,False,1,August,Wednesday
Core Enchantment Zone,09-09-2020,0.0,Awarded,3,09-09-2020,Snow Zone,4,,,2020,False,1,September,Wednesday
Core Enchantment Zone,08-10-2020,0.0,Awarded,3,06-14-2020,Snow Zone,4,,,2020,False,1,August,Monday
Core Enchantment Zone,07-11-2020,0.0,Awarded,2,08-01-2020,Eightmile/Caroline Zone,2,,,2020,False,1,July,Saturday
Core Enchantment Zone,08-31-2020,0.0,Awarded,2,08-31-2020,Colchuck Zone,5,,,2020,False,1,August,Monday
Core Enchantment Zone,05-29-2020,0.0,Awarded,2,05-30-2020,Colchuck Zone,8,,,2020,False,1,May,Friday
Core Enchantment Zone,09-16-2020,0.0,Awarded,2,10-15-2020,Stuart  Zone,2,,,2020,False,1,September,Wednesday
Colchuck Zone,08-27-2020,0.0,Awarded,2,08-19-2020,Snow Zone,3,,,2020,False,1,August,Thursday
Eightmile/Caroline Zone,08-27-2020,0.0,Awarded,2,09-10-2020,Eightmile/Caroline Zone,5,,,2020,False,1,August,Thursday
Core Enchantment Zone,09-10-2020,0.0,Awarded,2,09-17-2020,Core Enchantment Zone,4,,,2020,False,1,September,Thursday
Snow Zone,08-13-2020,0.0,Awarded,2,08-19-2020,Snow Zone,8,,,2020,False,1,August,Thursday
Core Enchantment Zone,08-06-2020,0.0,Awarded,3,07-06-2020,Snow Zone,4,,,2020,False,1,August,Thursday
Core Enchantment Zone,09-11-2020,0.0,Awarded,3,05-27-2020,Snow Zone,4,,,2020,False,1,September,Friday
Core Enchantment Zone,09-25-2020,0.0,Awarded,3,09-25-2020,Stuart  Zone,6,,,2020,False,1,September,Friday
Eightmile/Caroline Zone,07-02-2020,0.0,Awarded,2,06-17-2020,Eightmile/Caroline Zone,4,,,2020,False,1,July,Thursday
Core Enchantment Zone,08-04-2020,0.0,Awarded,3,06-16-2020,Core Enchantment Zone,6,,,2020,False,1,August,Tuesday
Snow Zone,08-28-2020,0.0,Awarded,3,08-30-2020,Snow Zone,6,,,2020,False,1,August,Friday
Snow Zone,07-16-2020,0.0,Awarded,2,06-25-2020,Snow Zone,5,,,2020,False,1,July,Thursday
Core Enchantment Zone,09-04-2020,0.0,Awarded,3,09-02-2020,Stuart  Zone,6,,,2020,False,1,September,Friday
Core Enchantment Zone,08-07-2020,0.0,Awarded,3,08-09-2020,Core Enchantment Zone,6,,,2020,False,1,August,Friday
Core Enchantment Zone,05-22-2020,0.0,Awarded,2,06-11-2020,Core Enchantment Zone,6,,,2020,False,1,May,Friday
Core Enchantment Zone,06-15-2020,0.0,Awarded,2,06-01-2020,Colchuck Zone,4,,,2020,False,1,June,Monday
Stuart  Zone,09-01-2020,0.0,Awarded,3,09-15-2020,Eightmile/Caroline Zone,2,,,2020,False,1,September,Tuesday
Core Enchantment Zone,06-23-2020,0.0,Awarded,2,07-14-2020,Stuart  Zone,4,,,2020,False,1,June,Tuesday
Core Enchantment Zone,07-01-2020,0.0,Awarded,3,07-01-2020,Snow Zone,8,,,2020,False,1,July,Wednesday
Core Enchantment Zone,07-27-2020,0.0,Awarded,2,09-09-2020,Core Enchantment Zone,2,,,2020,False,1,July,Monday
Colchuck Zone,10-04-2020,0.0,Awarded,3,10-04-2020,Stuart  Zone,5,,,2020,False,1,October,Sunday
Core Enchantment Zone,07-01-2020,0.0,Awarded,2,07-01-2020,Colchuck Zone,4,,,2020,False,1,July,Wednesday
Core Enchantment Zone,09-21-2020,0.0,Awarded,2,06-10-2020,Eightmile/Caroline Zone,6,,,2020,False,1,September,Monday
Snow Zone,06-25-2020,0.0,Awarded,2,09-03-2020,Snow Zone,4,,,2020,False,1,June,Thursday
Core Enchantment Zone,09-06-2020,0.0,Awarded,3,09-06-2020,Eightmile/Caroline Zone,4,,,2020,False,1,September,Sunday
Stuart  Zone,08-08-2020,0.0,Awarded,2,08-15-2020,Snow Zone,8,,,2020,False,1,August,Saturday
Stuart  Zone,07-26-2020,0.0,Awarded,2,08-02-2020,Eightmile/Caroline Zone,8,,,2020,False,1,July,Sunday
Core Enchantment Zone,08-03-2020,0.0,Awarded,2,08-10-2020,Eightmile/Caroline Zone,4,,,2020,False,1,August,Monday
Colchuck Zone,08-27-2020,0.0,Awarded,3,05-25-2020,Colchuck Zone,8,,,2020,False,1,August,Thursday
Core Enchantment Zone,08-06-2020,0.0,Awarded,3,08-06-2020,Snow Zone,4,,,2020,False,1,August,Thursday
Core Enchantment Zone,08-18-2020,0.0,Awarded,3,08-17-2020,Colchuck Zone,5,,,2020,False,1,August,Tuesday
Snow Zone,07-16-2020,0.0,Awarded,2,08-09-2020,Snow Zone,5,,,2020,False,1,July,Thursday
Core Enchantment Zone,08-04-2020,0.0,Awarded,2,09-22-2020,Core Enchantment Zone,2,,,2020,False,1,August,Tuesday
Core Enchantment Zone,07-21-2020,0.0,Awarded,3,09-23-2020,Eightmile/Caroline Zone,8,,,2020,False,1,July,Tuesday
Core Enchantment Zone,09-17-2020,0.0,Awarded,3,10-01-2020,Core Enchantment Zone,4,,,2020,False,1,September,Thursday
Colchuck Zone,07-11-2020,0.0,Awarded,3,08-22-2020,Stuart  Zone,6,,,2020,False,1,July,Saturday
Snow Zone,08-13-2020,0.0,Awarded,3,07-02-2020,Snow Zone,4,,,2020,False,1,August,Thursday
Core Enchantment Zone,08-18-2020,0.0,Awarded,2,10-06-2020,Stuart  Zone,4,,,2020,False,1,August,Tuesday
Colchuck Zone,07-17-2020,0.0,Awarded,2,06-27-2020,Snow Zone,6,,,2020,False,1,July,Friday
Colchuck Zone,06-27-2020,0.0,Awarded,3,09-12-2020,Stuart Zone (stock),8,,,2020,False,1,June,Saturday
Core Enchantment Zone,09-19-2020,0.0,Awarded,2,09-19-2020,Snow Zone,8,,,2020,False,1,September,Saturday
Colchuck Zone,09-10-2020,0.0,Awarded,2,09-17-2020,Colchuck Zone,3,,,2020,False,1,September,Thursday
Snow Zone,09-25-2020,0.0,Awarded,2,09-29-2020,Snow Zone,4,,,2020,False,1,September,Friday
Colchuck Zone,07-11-2020,0.0,Awarded,3,06-20-2020,Stuart  Zone,4,,,2020,False,1,July,Saturday
Core Enchantment Zone,06-07-2020,0.0,Awarded,2,06-07-2020,Colchuck Zone,2,,,2020,False,1,June,Sunday
Colchuck Zone,08-17-2020,0.0,Awarded,3,08-16-2020,Stuart  Zone,3,,,2020,False,1,August,Monday
Core Enchantment Zone,08-03-2020,0.0,Awarded,2,09-14-2020,Stuart  Zone,2,,,2020,False,1,August,Monday
Stuart  Zone,08-12-2020,0.0,Awarded,2,05-19-2020,Colchuck Zone,4,,,2020,False,1,August,Wednesday
Core Enchantment Zone,07-21-2020,0.0,Awarded,2,08-12-2020,Core Enchantment Zone,5,,,2020,False,1,July,Tuesday
Colchuck Zone,08-25-2020,0.0,Awarded,3,05-25-2020,Snow Zone,2,,,2020,False,1,August,Tuesday
Core Enchantment Zone,07-03-2020,0.0,Awarded,3,07-16-2020,Colchuck Zone,2,,,2020,False,1,July,Friday
Core Enchantment Zone,06-27-2020,0.0,Awarded,2,06-27-2020,Stuart  Zone,4,,,2020,False,1,June,Saturday
Snow Zone,07-16-2020,0.0,Awarded,3,09-06-2020,Eightmile/Caroline Zone,8,,,2020,False,1,July,Thursday
Core Enchantment Zone,09-17-2020,0.0,Awarded,3,10-01-2020,Stuart  Zone,8,,,2020,False,1,September,Thursday
Colchuck Zone,05-18-2020,0.0,Awarded,2,05-18-2020,Snow Zone,8,,,2020,False,1,May,Monday
Core Enchantment Zone,09-19-2020,0.0,Awarded,3,09-19-2020,Stuart  Zone,5,,,2020,False,1,September,Saturday
Core Enchantment Zone,08-10-2020,0.0,Awarded,2,08-10-2020,Snow Zone,6,,,2020,False,1,August,Monday
Core Enchantment Zone,09-12-2020,0.0,Awarded,2,09-12-2020,Colchuck Zone,6,,,2020,False,1,September,Saturday
Core Enchantment Zone,08-20-2020,0.0,Awarded,3,08-20-2020,Eightmile/Caroline Zone (stock),6,,,2020,False,1,August,Thursday
Core Enchantment Zone,07-23-2020,0.0,Awarded,2,08-25-2020,Core Enchantment Zone,1,,,2020,False,1,July,Thursday
Snow Zone,08-26-2020,0.0,Awarded,3,08-26-2020,Eightmile/Caroline Zone,4,,,2020,False,1,August,Wednesday
Core Enchantment Zone,07-15-2020,0.0,Awarded,3,07-12-2020,Snow Zone,2,,,2020,False,1,July,Wednesday
Core Enchantment Zone,09-25-2020,0.0,Awarded,2,09-20-2020,Colchuck Zone,6,,,2020,False,1,September,Friday
Core Enchantment Zone,09-07-2020,0.0,Awarded,3,09-14-2020,Eightmile/Caroline Zone (stock),8,,,2020,False,1,September,Monday
Eightmile/Caroline Zone,09-12-2020,0.0,Awarded,3,05-16-2020,Eightmile/Caroline Zone (stock),8,,,2020,False,1,September,Saturday
Core Enchantment Zone,07-24-2020,0.0,Awarded,2,08-28-2020,Stuart  Zone,4,,,2020,False,1,July,Friday
Core Enchantment Zone,08-22-2020,0.0,Awarded,3,10-11-2020,Snow Zone,8,,,2020,False,1,August,Saturday
Core Enchantment Zone,08-11-2020,0.0,Awarded,2,08-18-2020,Stuart  Zone,2,,,2020,False,1,August,Tuesday
Core Enchantment Zone,07-05-2020,0.0,Awarded,2,06-30-2020,Snow Zone,4,,,2020,False,1,July,Sunday
Core Enchantment Zone,08-07-2020,0.0,Awarded,2,08-14-2020,Core Enchantment Zone,4,,,2020,False,1,August,Friday
Core Enchantment Zone,08-20-2020,0.0,Awarded,2,08-20-2020,Snow Zone,8,,,2020,False,1,August,Thursday
Core Enchantment Zone,07-11-2020,0.0,Awarded,3,06-27-2020,Snow Zone,4,,,2020,False,1,July,Saturday
Core Enchantment Zone,07-09-2020,0.0,Awarded,2,07-09-2020,Colchuck Zone,6,,,2020,False,1,July,Thursday
Colchuck Zone,07-31-2020,0.0,Awarded,2,08-07-2020,Core Enchantment Zone,4,,,2020,False,1,July,Friday
Core Enchantment Zone,09-24-2020,0.0,Awarded,2,07-03-2020,Eightmile/Caroline Zone,4,,,2020,False,1,September,Thursday
Core Enchantment Zone,05-16-2020,0.0,Awarded,2,10-30-2020,Eightmile/Caroline Zone,4,,,2020,False,1,May,Saturday
Stuart  Zone,06-19-2020,0.0,Awarded,2,06-25-2020,Stuart  Zone,8,,,2020,False,1,June,Friday
Colchuck Zone,09-16-2020,0.0,Awarded,2,09-25-2020,Snow Zone,4,,,2020,False,1,September,Wednesday
Core Enchantment Zone,09-11-2020,0.0,Awarded,2,09-18-2020,Colchuck Zone,8,,,2020,False,1,September,Friday
Core Enchantment Zone,10-02-2020,0.0,Awarded,3,10-02-2020,Snow Zone,8,,,2020,False,1,October,Friday
Core Enchantment Zone,08-26-2020,0.0,Awarded,3,08-26-2020,Snow Zone,7,,,2020,False,1,August,Wednesday
Core Enchantment Zone,09-09-2020,0.0,Awarded,3,09-09-2020,Snow Zone,4,,,2020,False,1,September,Wednesday
Core Enchantment Zone,09-11-2020,0.0,Awarded,3,08-15-2020,Snow Zone,6,,,2020,False,1,September,Friday
Core Enchantment Zone,07-20-2020,0.0,Awarded,3,08-03-2020,Stuart  Zone,6,,,2020,False,1,July,Monday
Snow Zone,08-23-2020,0.0,Awarded,2,05-17-2020,Colchuck Zone,6,,,2020,False,1,August,Sunday
Core Enchantment Zone,07-03-2020,0.0,Awarded,3,10-23-2020,Stuart  Zone,5,,,2020,False,1,July,Friday
Core Enchantment Zone,07-23-2020,0.0,Awarded,3,08-06-2020,Core Enchantment Zone,4,,,2020,False,1,July,Thursday
Core Enchantment Zone,07-11-2020,0.0,Awarded,3,08-17-2020,Core Enchantment Zone,1,,,2020,False,1,July,Saturday
Core Enchantment Zone,07-18-2020,0.0,Awarded,2,05-23-2020,Core Enchantment Zone,8,,,2020,False,1,July,Saturday
Core Enchantment Zone,09-10-2020,0.0,Awarded,2,09-10-2020,Colchuck Zone,8,,,2020,False,1,September,Thursday
Core Enchantment Zone,06-02-2020,0.0,Awarded,2,06-02-2020,Snow Zone,2,,,2020,False,1,June,Tuesday
Core Enchantment Zone,09-25-2020,0.0,Awarded,2,10-30-2020,Core Enchantment Zone,4,,,2020,False,1,September,Friday
Core Enchantment Zone,09-10-2020,0.0,Awarded,3,09-12-2020,Snow Zone,8,,,2020,False,1,September,Thursday
Core Enchantment Zone,07-20-2020,0.0,Awarded,3,09-30-2020,Stuart  Zone,8,,,2020,False,1,July,Monday
Core Enchantment Zone,07-12-2020,0.0,Awarded,3,10-18-2020,Core Enchantment Zone,2,,,2020,False,1,July,Sunday
Stuart  Zone,09-04-2020,0.0,Awarded,2,08-28-2020,Stuart  Zone,2,,,2020,False,1,September,Friday
Core Enchantment Zone,08-24-2020,0.0,Awarded,2,06-24-2020,Snow Zone,8,,,2020,False,1,August,Monday
Core Enchantment Zone,06-08-2020,0.0,Awarded,2,06-04-2020,Eightmile/Caroline Zone,8,,,2020,False,1,June,Monday
Core Enchantment Zone,08-11-2020,0.0,Awarded,2,08-11-2020,Snow Zone,8,,,2020,False,1,August,Tuesday
Core Enchantment Zone,09-15-2020,0.0,Awarded,3,09-29-2020,Core Enchantment Zone,4,,,2020,False,1,September,Tuesday
Colchuck Zone,08-01-2020,0.0,Awarded,3,08-23-2020,Stuart  Zone,4,,,2020,False,1,August,Saturday
Core Enchantment Zone,07-02-2020,0.0,Awarded,3,07-02-2020,Colchuck Zone,4,,,2020,False,1,July,Thursday
Core Enchantment Zone,05-23-2020,0.0,Awarded,2,05-23-2020,Eightmile/Caroline Zone (stock),7,,,2020,False,1,May,Saturday
Core Enchantment Zone,08-28-2020,0.0,Awarded,3,09-25-2020,Core Enchantment Zone,3,,,2020,False,1,August,Friday
Colchuck Zone,09-18-2020,0.0,Awarded,3,09-19-2020,Colchuck Zone,6,,,2020,False,1,September,Friday
Colchuck Zone,06-21-2020,0.0,Awarded,2,06-14-2020,Colchuck Zone,4,,,2020,False,1,June,Sunday
Core Enchantment Zone,05-23-2020,0.0,Awarded,2,05-16-2020,Core Enchantment Zone,4,,,2020,False,1,May,Saturday
Core Enchantment Zone,07-30-2020,0.0,Awarded,3,07-30-2020,Snow Zone,5,,,2020,False,1,July,Thursday
Core Enchantment Zone,08-22-2020,0.0,Awarded,2,08-22-2020,Snow Zone,2,,,2020,False,1,August,Saturday
Core Enchantment Zone,09-27-2020,0.0,Awarded,2,09-27-2020,Snow Zone,3,,,2020,False,1,September,Sunday
Core Enchantment Zone,07-25-2020,0.0,Awarded,2,05-30-2020,Core Enchantment Zone,8,,,2020,False,1,July,Saturday
Core Enchantment Zone,10-24-2020,0.0,Awarded,3,05-16-2020,Core Enchantment Zone,6,,,2020,False,1,October,Saturday
Colchuck Zone,07-11-2020,0.0,Awarded,2,07-18-2020,Colchuck Zone,4,,,2020,False,1,July,Saturday
Core Enchantment Zone,06-21-2020,0.0,Awarded,3,06-21-2020,Snow Zone,3,,,2020,False,1,June,Sunday
Core Enchantment Zone,08-21-2020,0.0,Awarded,3,08-16-2020,Colchuck Zone,5,,,2020,False,1,August,Friday
Colchuck Zone,07-01-2020,0.0,Awarded,3,07-27-2020,Eightmile/Caroline Zone,4,,,2020,False,1,July,Wednesday
Snow Zone,09-06-2020,0.0,Awarded,3,09-13-2020,Snow Zone,6,,,2020,False,1,September,Sunday
Core Enchantment Zone,08-27-2020,0.0,Awarded,3,09-18-2020,Eightmile/Caroline Zone,8,,,2020,False,1,August,Thursday
Core Enchantment Zone,05-15-2020,0.0,Awarded,2,05-15-2020,Snow Zone,6,,,2020,False,1,May,Friday
Core Enchantment Zone,08-30-2020,0.0,Awarded,2,09-06-2020,Stuart  Zone,4,,,2020,False,1,August,Sunday
Core Enchantment Zone,09-07-2020,0.0,Awarded,3,09-15-2020,Snow Zone,8,,,2020,False,1,September,Monday
Core Enchantment Zone,09-17-2020,0.0,Awarded,2,09-17-2020,Eightmile/Caroline Zone,6,,,2020,False,1,September,Thursday
Stuart  Zone,05-21-2020,0.0,Awarded,2,05-26-2020,Stuart  Zone,2,,,2020,False,1,May,Thursday
Core Enchantment Zone,09-01-2020,0.0,Awarded,2,09-01-2020,Colchuck Zone,8,,,2020,False,1,September,Tuesday
Core Enchantment Zone,08-17-2020,0.0,Awarded,2,05-18-2020,Core Enchantment Zone,5,,,2020,False,1,August,Monday
Core Enchantment Zone,09-04-2020,0.0,Awarded,3,09-06-2020,Core Enchantment Zone,7,,,2020,False,1,September,Friday
Colchuck Zone,08-21-2020,0.0,Awarded,3,08-20-2020,Colchuck Zone,8,,,2020,False,1,August,Friday
Snow Zone,08-14-2020,0.0,Awarded,3,09-11-2020,Snow Zone,6,,,2020,False,1,August,Friday
Core Enchantment Zone,09-05-2020,0.0,Awarded,2,09-12-2020,Core Enchantment Zone,8,,,2020,False,1,September,Saturday
Core Enchantment Zone,08-11-2020,0.0,Awarded,3,08-12-2020,Stuart  Zone,4,,,2020,False,1,August,Tuesday
Core Enchantment Zone,06-08-2020,0.0,Awarded,3,06-08-2020,Stuart  Zone,6,,,2020,False,1,June,Monday
Core Enchantment Zone,06-08-2020,0.0,Awarded,3,06-08-2020,Stuart  Zone,4,,,2020,False,1,June,Monday
Core Enchantment Zone,06-21-2020,0.0,Awarded,2,06-21-2020,Snow Zone,3,,,2020,False,1,June,Sunday
Core Enchantment Zone,09-20-2020,0.0,Awarded,2,10-04-2020,Snow Zone,5,,,2020,False,1,September,Sunday
Core Enchantment Zone,07-26-2020,0.0,Awarded,2,09-27-2020,Stuart  Zone,4,,,2020,False,1,July,Sunday
Core Enchantment Zone,07-07-2020,0.0,Awarded,2,08-12-2020,Stuart  Zone,4,,,2020,False,1,July,Tuesday
Snow Zone,07-11-2020,0.0,Awarded,2,09-25-2020,Stuart  Zone,4,,,2020,False,1,July,Saturday
Core Enchantment Zone,09-20-2020,0.0,Awarded,3,10-11-2020,Snow Zone,6,,,2020,False,1,September,Sunday
Core Enchantment Zone,08-20-2020,0.0,Awarded,3,08-20-2020,Stuart  Zone,4,,,2020,False,1,August,Thursday
Core Enchantment Zone,10-12-2020,0.0,Awarded,3,10-12-2020,Snow Zone,8,,,2020,False,1,October,Monday
Snow Zone,10-03-2020,0.0,Awarded,2,10-17-2020,Snow Zone,8,,,2020,False,1,October,Saturday
Core Enchantment Zone,06-06-2020,0.0,Awarded,3,10-27-2020,Core Enchantment Zone,4,,,2020,False,1,June,Saturday
Core Enchantment Zone,07-23-2020,0.0,Awarded,2,08-13-2020,Core Enchantment Zone,2,,,2020,False,1,July,Thursday
Core Enchantment Zone,08-05-2020,0.0,Awarded,3,08-05-2020,Colchuck Zone,2,,,2020,False,1,August,Wednesday
Core Enchantment Zone,07-29-2020,0.0,Awarded,2,08-05-2020,Core Enchantment Zone,4,,,2020,False,1,July,Wednesday
Core Enchantment Zone,07-11-2020,0.0,Awarded,3,08-15-2020,Eightmile/Caroline Zone (stock),5,,,2020,False,1,July,Saturday
Core Enchantment Zone,09-08-2020,0.0,Awarded,2,09-09-2020,Colchuck Zone,6,,,2020,False,1,September,Tuesday
Stuart  Zone,07-11-2020,0.0,Awarded,2,07-25-2020,Eightmile/Caroline Zone,8,,,2020,False,1,July,Saturday
Core Enchantment Zone,09-01-2020,0.0,Awarded,3,08-31-2020,Snow Zone,4,,,2020,False,1,September,Tuesday
Core Enchantment Zone,09-23-2020,0.0,Awarded,3,09-23-2020,Stuart  Zone,5,,,2020,False,1,September,Wednesday
Colchuck Zone,08-24-2020,0.0,Awarded,2,08-25-2020,Colchuck Zone,8,,,2020,False,1,August,Monday
Core Enchantment Zone,10-03-2020,0.0,Awarded,2,10-04-2020,Core Enchantment Zone,2,,,2020,False,1,October,Saturday
Core Enchantment Zone,06-06-2020,0.0,Awarded,2,07-10-2020,Eightmile/Caroline Zone,2,,,2020,False,1,June,Saturday
Core Enchantment Zone,07-10-2020,0.0,Awarded,3,07-24-2020,Core Enchantment Zone,1,,,2020,False,1,July,Friday
Colchuck Zone,06-20-2020,0.0,Awarded,2,07-18-2020,Eightmile/Caroline Zone,8,,,2020,False,1,June,Saturday
Core Enchantment Zone,10-01-2020,0.0,Awarded,3,10-08-2020,Core Enchantment Zone,6,,,2020,False,1,October,Thursday
Core Enchantment Zone,05-24-2020,0.0,Awarded,2,05-24-2020,Colchuck Zone,8,,,2020,False,1,May,Sunday
Core Enchantment Zone,08-28-2020,0.0,Awarded,2,08-30-2020,Core Enchantment Zone,5,,,2020,False,1,August,Friday
Core Enchantment Zone,06-19-2020,0.0,Awarded,3,09-18-2020,Snow Zone,8,,,2020,False,1,June,Friday
Core Enchantment Zone,05-18-2020,0.0,Awarded,2,06-08-2020,Eightmile/Caroline Zone,5,,,2020,False,1,May,Monday
Core Enchantment Zone,06-02-2020,0.0,Awarded,3,05-20-2020,Snow Zone,6,,,2020,False,1,June,Tuesday
Core Enchantment Zone,07-21-2020,0.0,Awarded,3,07-22-2020,Stuart  Zone,8,,,2020,False,1,July,Tuesday
Core Enchantment Zone,06-22-2020,0.0,Awarded,3,08-11-2020,Snow Zone,8,,,2020,False,1,June,Monday
Core Enchantment Zone,07-28-2020,0.0,Awarded,2,06-07-2020,Core Enchantment Zone,4,,,2020,False,1,July,Tuesday
Colchuck Zone,08-15-2020,0.0,Awarded,2,06-20-2020,Snow Zone,5,,,2020,False,1,August,Saturday
Core Enchantment Zone,09-27-2020,0.0,Awarded,2,09-27-2020,Snow Zone,3,,,2020,False,1,September,Sunday
Colchuck Zone,07-18-2020,0.0,Awarded,2,07-18-2020,Stuart  Zone,2,,,2020,False,1,July,Saturday
Core Enchantment Zone,06-06-2020,0.0,Awarded,2,06-07-2020,Core Enchantment Zone,3,,,2020,False,1,June,Saturday
Core Enchantment Zone,05-22-2020,0.0,Awarded,3,05-15-2020,Stuart  Zone,7,,,2020,False,1,May,Friday
Stuart  Zone,07-01-2020,0.0,Awarded,2,06-30-2020,Stuart  Zone,8,,,2020,False,1,July,Wednesday
Colchuck Zone,07-16-2020,0.0,Awarded,3,08-04-2020,Eightmile/Caroline Zone,4,,,2020,False,1,July,Thursday
Core Enchantment Zone,08-02-2020,0.0,Awarded,2,08-02-2020,Snow Zone,4,,,2020,False,1,August,Sunday
Core Enchantment Zone,09-14-2020,0.0,Awarded,3,09-07-2020,Eightmile/Caroline Zone,8,,,2020,False,1,September,Monday
Core Enchantment Zone,07-06-2020,0.0,Awarded,2,07-06-2020,Stuart  Zone,6,,,2020,False,1,July,Monday
Core Enchantment Zone,08-20-2020,0.0,Awarded,2,07-22-2020,Colchuck Zone,5,,,2020,False,1,August,Thursday
Core Enchantment Zone,10-14-2020,0.0,Awarded,2,10-18-2020,Core Enchantment Zone,4,,,2020,False,1,October,Wednesday
Core Enchantment Zone,06-07-2020,0.0,Awarded,2,05-31-2020,Core Enchantment Zone,8,,,2020,False,1,June,Sunday
Core Enchantment Zone,09-06-2020,0.0,Awarded,3,09-06-2020,Stuart  Zone,4,,,2020,False,1,September,Sunday
Snow Zone,09-12-2020,0.0,Awarded,2,06-21-2020,Snow Zone,6,,,2020,False,1,September,Saturday
Snow Zone,09-10-2020,0.0,Awarded,2,09-24-2020,Snow Zone,6,,,2020,False,1,September,Thursday
Snow Zone,07-17-2020,0.0,Awarded,2,05-16-2020,Stuart  Zone,4,,,2020,False,1,July,Friday
Core Enchantment Zone,08-31-2020,0.0,Awarded,3,08-31-2020,Colchuck Zone,4,,,2020,False,1,August,Monday
Core Enchantment Zone,06-30-2020,0.0,Awarded,3,07-06-2020,Core Enchantment Zone,1,,,2020,False,1,June,Tuesday
Core Enchantment Zone,08-06-2020,0.0,Awarded,3,08-06-2020,Snow Zone,5,,,2020,False,1,August,Thursday
Colchuck Zone,07-17-2020,0.0,Awarded,2,08-08-2020,Snow Zone,8,,,2020,False,1,July,Friday
Core Enchantment Zone,08-02-2020,0.0,Awarded,2,08-16-2020,Stuart  Zone,4,,,2020,False,1,August,Sunday
Snow Zone,08-24-2020,0.0,Awarded,3,06-08-2020,Eightmile/Caroline Zone,4,,,2020,False,1,August,Monday
Core Enchantment Zone,08-25-2020,0.0,Awarded,2,09-15-2020,Core Enchantment Zone,4,,,2020,False,1,August,Tuesday
Core Enchantment Zone,08-31-2020,0.0,Awarded,3,08-31-2020,Eightmile/Caroline Zone,4,,,2020,False,1,August,Monday
Core Enchantment Zone,07-10-2020,0.0,Awarded,3,07-02-2020,Core Enchantment Zone,1,,,2020,False,1,July,Friday
Core Enchantment Zone,09-18-2020,0.0,Awarded,2,07-17-2020,Core Enchantment Zone,2,,,2020,False,1,September,Friday
Core Enchantment Zone,07-19-2020,0.0,Awarded,3,07-19-2020,Stuart  Zone,6,,,2020,False,1,July,Sunday
Core Enchantment Zone,07-24-2020,0.0,Awarded,2,08-15-2020,Snow Zone,4,,,2020,False,1,July,Friday
Core Enchantment Zone,05-15-2020,0.0,Awarded,2,06-13-2020,Core Enchantment Zone,2,,,2020,False,1,May,Friday
Core Enchantment Zone,10-02-2020,0.0,Awarded,3,10-02-2020,Snow Zone,8,,,2020,False,1,October,Friday
Core Enchantment Zone,08-03-2020,0.0,Awarded,2,06-15-2020,Colchuck Zone,5,,,2020,False,1,August,Monday
Core Enchantment Zone,07-30-2020,0.0,Awarded,2,07-30-2020,Snow Zone,4,,,2020,False,1,July,Thursday
Snow Zone,06-18-2020,0.0,Awarded,2,06-21-2020,Colchuck Zone,5,,,2020,False,1,June,Thursday
Core Enchantment Zone,09-28-2020,0.0,Awarded,3,10-05-2020,Colchuck Zone,4,,,2020,False,1,September,Monday
Snow Zone,07-08-2020,0.0,Awarded,2,07-06-2020,Colchuck Zone,6,,,2020,False,1,July,Wednesday
