Maximum Requested Group Size 1,Preferred Entry Date 2,Preferred Division 2,Minimum Acceptable Group Size 2,Maximum Requested Group Size 2,Preferred Entry Date 3,Preferred Division 3,Minimum Acceptable Group Size 3,Maximum Requested Group Size 3,Results Status,Awarded Preference,Awarded Entrance Code/Name,Awarded Group Size,State
7,7/18/2023,Core Enchantment Zone,7,7,8/9/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,BC
2,9/18/2023,Stuart  Zone,4,4,9/19/2023,Stuart  Zone,4,4,Unsuccessful,,,,OR
6,9/1/2023,Eightmile/Caroline Zone,8,8,7/24/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/22/2023,Core Enchantment Zone,4,4,8/17/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
6,7/12/2023,Core Enchantment Zone,6,6,7/20/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
2,7/14/2023,Core Enchantment Zone,2,2,7/28/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,ID
8,6/23/2023,Core Enchantment Zone,8,8,6/30/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
4,8/30/2023,Core Enchantment Zone,4,4,9/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,8/12/2023,Core Enchantment Zone,2,2,8/19/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,6/16/2023,Core Enchantment Zone,4,4,6/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/23/2023,Snow Zone,6,6,8/6/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
2,7/13/2023,Snow Zone,2,2,7/20/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,9/20/2023,Core Enchantment Zone,4,4,9/27/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/26/2023,Core Enchantment Zone,8,8,6/3/2023,Snow Zone,8,8,Awarded,3,Snow Zone,8,WA
8,7/17/2023,Core Enchantment Zone,8,8,8/8/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,7/14/2023,Core Enchantment Zone,2,2,7/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,BC
6,6/16/2023,Stuart  Zone,6,6,7/14/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
5,6/18/2023,Core Enchantment Zone,5,5,8/27/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
5,,,,,,,,,Unsuccessful,,,,WA
4,9/8/2023,Core Enchantment Zone,4,4,10/6/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,6/24/2023,Stuart  Zone,2,2,7/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/24/2023,Core Enchantment Zone,4,4,8/31/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/10/2023,Core Enchantment Zone,8,8,8/17/2023,Snow Zone,8,8,Unsuccessful,,,,ID
6,7/28/2023,Core Enchantment Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,or
6,6/16/2023,Colchuck Zone,6,6,9/8/2023,Snow Zone,6,6,Unsuccessful,,,,WA
8,7/20/2023,Core Enchantment Zone,8,8,8/4/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,Ontario 
2,9/3/2023,Core Enchantment Zone,2,2,8/13/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/15/2023,Colchuck Zone,8,8,7/17/2023,Snow Zone,8,8,Unsuccessful,,,,WA
4,9/15/2023,Colchuck Zone,4,4,9/15/2023,Snow Zone,3,3,Unsuccessful,,,,OR
4,8/26/2023,Snow Zone,4,4,10/7/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
8,8/5/2023,Colchuck Zone,8,8,8/12/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,7/22/2023,Core Enchantment Zone,8,8,7/22/2023,Colchuck Zone,8,8,Unsuccessful,,,,UT
3,8/21/2023,Colchuck Zone,3,3,,,,,Unsuccessful,,,,WA
5,9/5/2023,Core Enchantment Zone,5,5,8/2/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,MN
8,10/7/2023,Core Enchantment Zone,8,8,10/13/2023,Core Enchantment Zone,8,8,Awarded,1,Core Enchantment Zone,8,BC
5,9/22/2023,Core Enchantment Zone,5,5,9/22/2023,Colchuck Zone,5,5,Unsuccessful,,,,MI
6,9/1/2023,Core Enchantment Zone,6,6,9/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,CA
5,7/21/2023,Core Enchantment Zone,5,5,10/13/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
4,7/15/2023,Colchuck Zone,4,4,8/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/25/2023,Core Enchantment Zone,8,8,9/8/2023,Stuart Zone (stock),8,8,Unsuccessful,,,,WA
6,9/15/2023,Core Enchantment Zone,6,6,7/20/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,7/25/2023,Core Enchantment Zone,2,2,7/24/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CA
3,9/24/2023,Core Enchantment Zone,3,3,9/24/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
8,8/27/2023,Colchuck Zone,8,8,8/26/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,10/5/2023,Core Enchantment Zone,2,2,8/18/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
2,8/10/2023,Core Enchantment Zone,2,2,9/8/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,9/21/2023,Core Enchantment Zone,6,6,9/15/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
4,8/11/2023,Colchuck Zone,4,4,8/4/2023,Snow Zone,4,4,Unsuccessful,,,,OH
8,7/28/2023,Colchuck Zone,8,8,8/4/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,8/24/2023,Core Enchantment Zone,8,8,8/17/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,7/8/2023,Core Enchantment Zone,6,6,7/1/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
5,7/30/2023,Core Enchantment Zone,5,5,6/30/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
2,8/25/2023,Core Enchantment Zone,2,2,8/14/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/26/2023,Core Enchantment Zone,4,4,7/26/2023,Colchuck Zone,5,5,Unsuccessful,,,,MO
4,8/10/2023,Core Enchantment Zone,4,4,8/3/2023,Colchuck Zone,4,4,Unsuccessful,,,,CA
8,9/15/2023,Core Enchantment Zone,8,8,9/15/2023,Eightmile/Caroline Zone,6,6,Unsuccessful,,,,WA
5,8/30/2023,Colchuck Zone,5,5,8/31/2023,Snow Zone,5,5,Unsuccessful,,,,OR
4,8/4/2023,Core Enchantment Zone,4,4,5/26/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CO
8,8/2/2023,Colchuck Zone,8,8,7/27/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,10/1/2023,Core Enchantment Zone,6,6,7/2/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
3,8/23/2023,Core Enchantment Zone,3,3,8/11/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
3,10/1/2023,Core Enchantment Zone,3,3,10/8/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
2,7/23/2023,Snow Zone,2,2,7/30/2023,Snow Zone,2,2,Unsuccessful,,,,WA
6,9/9/2023,Core Enchantment Zone,6,6,9/16/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
8,7/25/2023,Core Enchantment Zone,8,8,8/18/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
4,7/17/2023,Colchuck Zone,4,4,9/12/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,9/23/2023,Core Enchantment Zone,8,8,9/24/2023,Snow Zone,8,8,Awarded,1,Colchuck Zone,8,WA
4,7/10/2023,Colchuck Zone,4,4,7/10/2023,Stuart  Zone,4,4,Unsuccessful,,,,OR
4,8/6/2023,Stuart  Zone,6,6,8/20/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
8,9/19/2023,Core Enchantment Zone,8,8,10/3/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,7/30/2023,Stuart  Zone,8,8,8/13/2023,Stuart  Zone,8,8,Awarded,1,Stuart  Zone,8,WA
6,9/9/2023,Colchuck Zone,6,6,9/10/2023,Stuart  Zone,6,6,Unsuccessful,,,,OR
2,8/27/2023,Core Enchantment Zone,2,2,9/25/2023,Colchuck Zone,2,2,Awarded,2,Core Enchantment Zone,2,OR
4,8/25/2023,Snow Zone,4,4,9/8/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
5,8/24/2023,Core Enchantment Zone,5,5,6/22/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,7/12/2023,Core Enchantment Zone,3,3,7/11/2023,Colchuck Zone,3,3,Unsuccessful,,,,WA
4,7/24/2023,Core Enchantment Zone,4,4,8/28/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,8/18/2023,Core Enchantment Zone,4,4,8/25/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/20/2023,Stuart  Zone,6,6,7/20/2023,Stuart  Zone,6,6,Unsuccessful,,,,WA
4,5/19/2023,Core Enchantment Zone,4,4,5/19/2023,Colchuck Zone,4,4,Unsuccessful,,,,PA
4,7/30/2023,Snow Zone,4,4,8/2/2023,Eightmile/Caroline Zone,4,4,Unsuccessful,,,,WA
8,8/13/2023,Core Enchantment Zone,8,8,8/27/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
2,8/15/2023,Core Enchantment Zone,2,2,9/21/2023,Colchuck Zone,2,2,Unsuccessful,,,,OR
8,7/16/2023,Snow Zone,8,8,7/16/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,10/8/2023,Colchuck Zone,4,4,10/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/22/2023,Core Enchantment Zone,8,8,9/24/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,8/25/2023,Core Enchantment Zone,4,4,8/5/2023,Snow Zone,4,4,Unsuccessful,,,,WA
4,7/27/2023,Core Enchantment Zone,4,4,9/14/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/24/2023,Eightmile/Caroline Zone,8,8,9/7/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
6,9/18/2023,Core Enchantment Zone,6,6,7/9/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,8/14/2023,Core Enchantment Zone,4,4,7/31/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/28/2023,Colchuck Zone,4,4,10/1/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,7/7/2023,Stuart  Zone,8,8,6/30/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
4,6/7/2023,Core Enchantment Zone,2,2,7/3/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CA
4,9/11/2023,Core Enchantment Zone,4,4,9/12/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,8/25/2023,Core Enchantment Zone,3,3,9/1/2023,Stuart  Zone,3,3,Unsuccessful,,,,OR
4,7/14/2023,Core Enchantment Zone,4,4,7/13/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,8/9/2023,Core Enchantment Zone,4,4,8/23/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
4,9/8/2023,Stuart  Zone,4,4,8/18/2023,Stuart  Zone,4,4,Unsuccessful,,,,OR
4,9/29/2023,Snow Zone,4,4,7/21/2023,Snow Zone,4,4,Unsuccessful,,,,OR
8,8/13/2023,Core Enchantment Zone,8,8,8/20/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
3,7/25/2023,Colchuck Zone,2,2,7/31/2023,Colchuck Zone,3,3,Unsuccessful,,,,CO
6,8/6/2023,Core Enchantment Zone,6,6,8/11/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,MN
4,8/8/2023,Colchuck Zone,4,4,8/21/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OH
6,5/27/2023,Colchuck Zone,6,6,6/10/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
4,8/3/2023,Core Enchantment Zone,4,4,8/9/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,8/7/2023,Snow Zone,8,8,8/8/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
5,8/22/2023,Core Enchantment Zone,5,5,8/21/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
5,9/13/2023,Core Enchantment Zone,5,5,9/20/2023,Snow Zone,5,5,Unsuccessful,,,,CA
2,8/13/2023,Snow Zone,6,6,8/27/2023,Colchuck Zone,6,6,Unsuccessful,,,,OR
2,8/11/2023,Core Enchantment Zone,2,2,8/5/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,10/1/2023,Core Enchantment Zone,2,2,10/9/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,7/24/2023,Core Enchantment Zone,2,2,8/7/2023,Core Enchantment Zone,2,2,Awarded,1,Core Enchantment Zone,2,WA
1,9/22/2023,Core Enchantment Zone,1,1,10/6/2023,Core Enchantment Zone,1,1,Awarded,2,Core Enchantment Zone,1,WA
7,9/19/2023,Core Enchantment Zone,7,7,9/20/2023,Core Enchantment Zone,7,7,Unsuccessful,,,,TN
2,9/12/2023,Core Enchantment Zone,2,2,9/19/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,8/9/2023,Core Enchantment Zone,2,2,8/17/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,CA
4,9/1/2023,Core Enchantment Zone,4,4,9/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/10/2023,Core Enchantment Zone,4,4,9/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,9/2/2023,Core Enchantment Zone,4,4,9/3/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,CA
8,8/12/2023,Core Enchantment Zone,8,8,8/26/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/18/2023,Core Enchantment Zone,4,4,9/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,FL
3,7/27/2023,Colchuck Zone,3,3,8/18/2023,Eightmile/Caroline Zone,3,3,Unsuccessful,,,,ID
8,8/1/2023,Core Enchantment Zone,6,6,8/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,6/10/2023,Core Enchantment Zone,2,2,8/5/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,WA
4,8/12/2023,Colchuck Zone,4,4,8/12/2023,Snow Zone,4,4,Unsuccessful,,,,WA
2,8/20/2023,Stuart  Zone,2,2,9/24/2023,Stuart  Zone,2,2,Unsuccessful,,,,WA
4,9/1/2023,Core Enchantment Zone,4,4,9/8/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,8/5/2023,Core Enchantment Zone,3,3,9/16/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,OR
4,9/6/2023,Core Enchantment Zone,4,4,8/9/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,7/28/2023,Stuart  Zone,2,2,7/14/2023,Stuart  Zone,2,2,Unsuccessful,,,,WA
6,7/15/2023,Core Enchantment Zone,6,6,7/30/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,NV
5,7/1/2023,Core Enchantment Zone,5,5,7/22/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
6,9/14/2023,Core Enchantment Zone,6,6,9/21/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,8/16/2023,Core Enchantment Zone,2,2,8/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
2,8/14/2023,Core Enchantment Zone,2,2,8/15/2023,Colchuck Zone,2,2,Unsuccessful,,,,NC
2,7/20/2023,Core Enchantment Zone,2,2,7/27/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,6/19/2023,Colchuck Zone,8,8,8/14/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
2,8/18/2023,Core Enchantment Zone,2,2,9/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
2,7/20/2023,Colchuck Zone,2,2,7/26/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
5,9/5/2023,Stuart  Zone,5,5,10/2/2023,Stuart  Zone,5,5,Unsuccessful,,,,WA
4,8/14/2023,Core Enchantment Zone,2,2,8/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,8/22/2023,Core Enchantment Zone,4,4,9/5/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,6/28/2023,Core Enchantment Zone,2,2,9/12/2023,Snow Zone,4,4,Awarded,1,Snow Zone,4,WA
4,9/6/2023,Core Enchantment Zone,4,4,10/6/2023,Snow Zone,4,4,Unsuccessful,,,,OR
5,10/2/2023,Snow Zone,5,5,10/4/2023,Snow Zone,5,5,Awarded,1,Snow Zone,5,WA
4,9/4/2023,Core Enchantment Zone,4,4,9/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
8,9/23/2023,Core Enchantment Zone,8,8,,,,,Unsuccessful,,,,OR
3,8/8/2023,Core Enchantment Zone,3,3,8/9/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
3,9/15/2023,Stuart  Zone,3,3,9/22/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,8/30/2023,Colchuck Zone,4,4,,,,,Unsuccessful,,,,MT
2,9/19/2023,Core Enchantment Zone,2,2,10/3/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,6/18/2023,Core Enchantment Zone,8,8,8/5/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,OR
1,8/1/2023,Core Enchantment Zone,1,1,8/3/2023,Core Enchantment Zone,1,1,Unsuccessful,,,,OH
2,7/5/2023,Core Enchantment Zone,2,2,9/13/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
4,7/19/2023,Colchuck Zone,4,4,7/19/2023,Snow Zone,4,4,Unsuccessful,,,,WA
8,8/3/2023,Colchuck Zone,8,8,8/3/2023,Snow Zone,8,8,Unsuccessful,,,,WA
7,6/26/2023,Eightmile/Caroline Zone,7,7,8/28/2023,Eightmile/Caroline Zone (stock),7,7,Unsuccessful,,,,WA
5,7/10/2023,Core Enchantment Zone,5,5,7/11/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
3,5/27/2023,Core Enchantment Zone,3,3,7/3/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,CA
3,8/11/2023,Colchuck Zone,3,3,8/11/2023,Snow Zone,3,3,Unsuccessful,,,,KY
6,7/22/2023,Core Enchantment Zone,6,6,7/20/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,6/14/2023,Core Enchantment Zone,4,4,6/21/2023,Snow Zone,4,4,Unsuccessful,,,,UT
2,8/4/2023,Colchuck Zone,2,2,7/7/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,6/23/2023,Core Enchantment Zone,4,4,6/16/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
8,8/23/2023,Core Enchantment Zone,8,8,9/1/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
6,7/11/2023,Snow Zone,6,6,7/11/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,UT
8,9/21/2023,Stuart  Zone,8,8,10/5/2023,Stuart  Zone,8,8,Unsuccessful,,,,WA
2,7/26/2023,Core Enchantment Zone,2,2,7/27/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
2,10/13/2023,Core Enchantment Zone,2,2,10/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
6,8/10/2023,Snow Zone,6,6,8/24/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,8/3/2023,Core Enchantment Zone,4,4,6/15/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,5/26/2023,Core Enchantment Zone,8,8,6/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
4,9/14/2023,Core Enchantment Zone,4,4,8/17/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,8/17/2023,Core Enchantment Zone,4,4,8/1/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
3,,,,,,,,,Awarded,1,Stuart  Zone,3,WA
8,8/15/2023,Core Enchantment Zone,8,8,8/8/2023,Colchuck Zone,8,8,Unsuccessful,,,,IL
4,8/26/2023,Snow Zone,4,4,9/2/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
8,10/3/2023,Core Enchantment Zone,8,8,9/26/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,MO
2,7/26/2023,Eightmile/Caroline Zone,2,2,7/24/2023,Eightmile/Caroline Zone,2,2,Unsuccessful,,,,OR
4,9/26/2023,Stuart  Zone,4,4,9/26/2023,Eightmile/Caroline Zone,4,4,Awarded,3,Eightmile/Caroline Zone,4,WA
5,9/10/2023,Core Enchantment Zone,5,5,8/27/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,WA
2,6/27/2023,Core Enchantment Zone,2,2,6/28/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
8,8/21/2023,Core Enchantment Zone,6,6,8/4/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,8/10/2023,Core Enchantment Zone,6,6,8/31/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,9/21/2023,Core Enchantment Zone,4,4,9/21/2023,Colchuck Zone,4,4,Unsuccessful,,,,OR
4,8/8/2023,Core Enchantment Zone,4,4,8/9/2023,Core Enchantment Zone,4,4,Awarded,1,Core Enchantment Zone,4,WA
6,7/22/2023,Core Enchantment Zone,6,6,7/29/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,9/12/2023,Core Enchantment Zone,2,2,9/6/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/16/2023,Core Enchantment Zone,8,8,9/27/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,,,,,,,,,Unsuccessful,,,,WA
6,9/1/2023,Core Enchantment Zone,6,6,9/2/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
6,8/29/2023,Core Enchantment Zone,6,6,8/30/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,MN
6,9/30/2023,Core Enchantment Zone,6,6,10/7/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,9/18/2023,Core Enchantment Zone,3,3,7/17/2023,Core Enchantment Zone,3,3,Unsuccessful,,,,WA
4,7/22/2023,Colchuck Zone,4,4,7/29/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,OR
2,7/18/2023,Colchuck Zone,2,2,8/7/2023,Snow Zone,2,2,Unsuccessful,,,,WA
2,9/11/2023,Stuart Zone (stock),2,2,5/29/2023,Snow Zone,2,2,Awarded,1,Core Enchantment Zone,2,WA
2,7/16/2023,Core Enchantment Zone,2,2,7/9/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
2,10/3/2023,Colchuck Zone,2,2,10/3/2023,Stuart  Zone,2,2,Unsuccessful,,,,PA
6,8/20/2023,Core Enchantment Zone,6,6,9/4/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
4,10/12/2023,Core Enchantment Zone,4,4,10/19/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
5,7/27/2023,Core Enchantment Zone,5,5,7/13/2023,Core Enchantment Zone,5,5,Unsuccessful,,,,OR
6,7/27/2023,Core Enchantment Zone,6,6,7/23/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
3,7/23/2023,Core Enchantment Zone,3,3,7/9/2023,Colchuck Zone,3,3,Unsuccessful,,,,CA
8,7/3/2023,Colchuck Zone,8,8,8/21/2023,Colchuck Zone,8,8,Unsuccessful,,,,WA
8,8/21/2023,Snow Zone,8,8,8/22/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
8,8/25/2023,Core Enchantment Zone,8,8,8/11/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,CA
3,7/21/2023,Snow Zone,3,3,7/14/2023,Snow Zone,3,3,Unsuccessful,,,,WA
8,8/4/2023,Core Enchantment Zone,8,8,7/28/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/19/2023,Core Enchantment Zone,2,2,9/23/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,WA
8,8/19/2023,Core Enchantment Zone,8,8,9/2/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,MA
6,7/28/2023,Colchuck Zone,6,6,7/21/2023,Colchuck Zone,6,6,Unsuccessful,,,,WA
6,9/13/2023,Core Enchantment Zone,6,6,9/27/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
1,7/18/2023,Core Enchantment Zone,1,1,9/14/2023,Snow Zone,1,1,Unsuccessful,,,,WA
6,6/27/2023,Core Enchantment Zone,6,6,8/18/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,9/2/2023,Colchuck Zone,4,4,10/7/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
2,9/11/2023,Colchuck Zone,2,2,9/13/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
6,5/27/2023,Snow Zone,6,6,6/3/2023,Snow Zone,6,6,Awarded,1,Snow Zone,6,WA
8,9/1/2023,Colchuck Zone,8,8,8/25/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,8/26/2023,Core Enchantment Zone,4,4,10/14/2023,Eightmile/Caroline Zone (stock),4,4,Unsuccessful,,,,WA
6,6/16/2023,Core Enchantment Zone,6,6,7/14/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
3,10/6/2023,Core Enchantment Zone,3,3,10/13/2023,Snow Zone,3,3,Unsuccessful,,,,WA
6,9/6/2023,Core Enchantment Zone,6,6,8/10/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,OR
4,9/5/2023,Core Enchantment Zone,4,4,8/22/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
6,7/16/2023,Core Enchantment Zone,6,6,7/17/2023,Core Enchantment Zone,6,6,Unsuccessful,,,,WA
2,5/24/2023,Core Enchantment Zone,2,2,5/31/2023,Core Enchantment Zone,2,2,Awarded,2,Core Enchantment Zone,2,WA
4,7/26/2023,Core Enchantment Zone,4,4,7/27/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
4,10/15/2023,Snow Zone,4,4,10/15/2023,Snow Zone,4,4,Awarded,1,Snow Zone,4,WA
8,8/20/2023,Snow Zone,8,8,8/27/2023,Snow Zone,8,8,Unsuccessful,,,,WA
2,7/15/2023,Core Enchantment Zone,2,2,7/29/2023,Core Enchantment Zone,2,2,Awarded,1,Core Enchantment Zone,2,OR
4,9/18/2023,Colchuck Zone,4,4,9/16/2023,Colchuck Zone,4,4,Unsuccessful,,,,WA
2,9/1/2023,Colchuck Zone,2,2,8/14/2023,Colchuck Zone,2,2,Unsuccessful,,,,WA
4,10/8/2023,Colchuck Zone,4,4,10/8/2023,Eightmile/Caroline Zone,4,4,Awarded,1,Core Enchantment Zone,4,WA
8,9/3/2023,Colchuck Zone,8,8,9/9/2023,Core Enchantment Zone,8,8,Unsuccessful,,,,WA
2,9/15/2023,Core Enchantment Zone,2,2,9/22/2023,Core Enchantment Zone,2,2,Unsuccessful,,,,OR
4,8/16/2023,Core Enchantment Zone,4,4,8/16/2023,Core Enchantment Zone,4,4,Unsuccessful,,,,WA
